"","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","pbqc","treatment1","treatment2","pooled_R1.mzXML","pooled_R2.mzXML","Pooled_R3.mzXML","Treatment1_R1.mzXML","Treatment1_R2.mzXML","Treatment1_R3.mzXML","Treatment2_R1.mzXML","Treatment2_R2.mzXML","Treatment2_R3.mzXML","isotopes","adduct","pcgroup"
"7164",751.537404770669,751.535534254137,751.540606784648,8034.25338917568,8031.34976791552,8037.47325984121,5,2,1,2,1498,1398,1515,1553,1440,1584,1416,1444,1436,"","","295"
"7165",975.637353510019,975.632535612797,975.641131365035,8035.88805281985,8026.21070849701,8045.21330453711,4,1,2,1,1200,1071,1041,1215,1203,1117,1162,1199,1077,"","","295"
"7166",1087.7000290122,1087.69716557222,1087.70070841394,8024.20129689263,8023.72951877844,8027.4667142437,3,1,0,2,1218,1136,1176,1197,1193,1223,1108,1152,1105,"","","295"
"7167",821.584538172516,821.584538172516,821.584538172516,8048.32740685159,8048.32740685159,8048.32740685159,1,0,0,1,1202,1193,1150,1254,1325,1264,1148,1237,1130,"","","373"
"7168",839.600013490337,839.596465722955,839.603561257718,8039.73973005401,8038.27524319738,8041.20421691064,2,0,1,1,1943,1949,1849,2017,1957,2012,1925,1880,1741,"","","295"
"7169",853.591019187404,853.58601154273,853.593732059732,8020.9769559514,8016.15966070258,8027.4667142437,3,1,0,2,2036,1865,1915,2029,1962,2058,1865,1931,1805,"","","1186"
"7170",989.651804067309,989.646440620372,989.658191911936,8027.16950085663,8020.18147727084,8031.34976791552,3,0,2,1,1209,1107,1203,1261,1292,1351,1179,1292,1108,"","","295"
"7171",1049.69590016374,1049.69590016374,1049.69590016374,8044.30452995334,8044.30452995334,8044.30452995334,1,0,0,1,1130,1015,1053,1068,1094,1144,1027,1037,971,"","","373"
"7172",1085.71015975625,1085.70684848085,1085.71347103164,8022.96498378597,8021.72867067931,8024.20129689263,2,0,0,2,1302,1236,1239,1320,1255,1322,1160,1297,1197,"","","295"
"7173",1023.70135589881,1023.70135589881,1023.70135589881,8052.34728355198,8052.34728355198,8052.34728355198,1,0,0,1,1248,1171,1247,1259,1291,1288,1163,1255,1163,"","","373"
"7174",1099.73300954381,1099.72851450376,1099.73750458386,8053.03614525474,8048.32740685159,8057.74488365789,2,0,0,2,1225,1163,1145,1205,1256,1324,1151,1269,1072,"","","373"
"7175",889.59170878087,889.58800498175,889.592523061994,8019.02855125617,8018.97256321081,8022.19088468128,3,0,1,2,1449,1402,1324,1449,1519,1562,1289,1320,1346,"","","371"
"7176",1079.73032736464,1079.73032736464,1079.73032736464,8034.25338917568,8034.25338917568,8034.25338917568,1,0,0,1,1103,1009,1046,1058,1071,1099,999,1024,989,"","","295"
"7177",857.584118354252,857.579210202471,857.589026506032,8023.62666257278,8022.19088468128,8025.06244046428,2,0,1,1,1850,1756,1797,1944,1993,1934,1780,1857,1660,"[1174][M+4]-","","295"
"7178",897.598345507509,897.598345507509,897.598345507509,8018.17106927384,8018.17106927384,8018.17106927384,1,0,0,1,2013,1840,1966,2101,2048,2078,1847,1947,1910,"","","371"
"7179",897.62454464754,897.62454464754,897.62454464754,8052.34728355198,8052.34728355198,8052.34728355198,1,0,0,1,1891,1746,1818,2033,1856,1986,1750,1889,1798,"","","373"
"7180",1037.70939659297,1037.70485194121,1037.71020977086,8044.30452995334,8041.47691067231,8051.22934017316,3,1,1,1,1303,1162,1213,1198,1275,1215,1189,1214,1203,"","","373"
"7181",829.529291280507,829.524353472354,829.532225553603,7989.29640966355,7988.48258221312,7998.06811017855,3,1,1,1,2238,2121,2090,2216,2232,2310,2032,2070,1977,"[1152][M+2]-","","362"
"7182",829.554257212321,829.554257212321,829.554257212321,8050.33684285827,8050.33684285827,8050.33684285827,1,0,0,1,1459,1329,1394,1477,1549,1620,1430,1396,1366,"","","373"
"7183",961.639035797726,961.638859428258,961.639212167194,8040.71627582903,8033.10514480647,8048.32740685159,2,0,1,1,1171,1080,1140,1224,1209,1268,1088,1075,1097,"","","295"
"7184",727.534174595767,727.52999491664,727.538354274894,8038.64012921796,8034.25338917568,8043.02686926023,2,0,0,2,1497,1392,1451,1567,1588,1640,1291,1513,1465,"","","295"
"7185",825.59114948958,825.587967351816,825.593158177927,8044.8966044948,8041.20421691064,8049.03939447894,4,1,1,2,1868,1766,1812,1947,1878,1993,1658,1809,1703,"","","373"
"7186",879.609693224739,879.608449249622,879.610937199856,8036.46686426926,8036.26281110741,8036.67091743111,2,1,0,1,1455,1341,1381,1433,1401,1421,1300,1392,1357,"","","295"
"7187",969.656941086249,969.656941086249,969.656941086249,8026.21070849701,8026.21070849701,8026.21070849701,1,0,0,1,1800,1610,1661,1805,1716,1838,1626,1620,1616,"","","295"
"7188",969.677778116778,969.677778116778,969.677778116778,8062.39851360544,8062.39851360544,8062.39851360544,1,0,0,1,1551,1524,1555,1702,1616,1775,1637,1470,1508,"","","1199"
"7189",819.550505990556,819.54971392111,819.559059825903,8048.32740685159,8035.18798847146,8049.74011253363,3,0,1,2,1138,1028,1075,1157,1192,1263,1071,1180,1072,"","","373"
"7190",933.596577394357,933.592931850277,933.60400431627,8005.11005281579,7988.86272035251,8016.15966070258,5,0,3,2,1459,1363,1447,1556,1493,1481,1326,1352,1346,"","","364"
"7191",965.658741824937,965.655496591395,965.667868103521,8042.19499126664,8037.73463322664,8054.35672349646,4,0,1,3,1317,1257,1245,1351,1347,1346,1294,1241,1257,"","","295"
"7192",709.542422214632,709.542422214632,709.542422214632,8048.32740685159,8048.32740685159,8048.32740685159,1,0,0,1,1510,1370,1384,1506,1540,1558,1380,1433,1387,"","","373"
"7193",817.547142801621,817.544920465001,817.54936513824,8051.77440455799,8049.19208561953,8054.35672349646,2,0,1,1,1293,1229,1340,1412,1365,1378,1239,1340,1229,"","","373"
"7194",1035.72988942825,1035.72988942825,1035.72988942825,8062.39851360544,8062.39851360544,8062.39851360544,1,0,0,1,1134,1075,1052,1056,1088,1079,1074,1070,993,"","","380"
"7195",1061.67624716833,1061.67535143681,1061.67912798465,8018.17106927384,8017.01857180185,8031.17877100546,3,0,2,1,1174,1128,1119,1210,1251,1189,1143,1253,1113,"","","371"
"7196",1061.70467987148,1061.70003813851,1061.70656074968,8061.38589005175,8060.38906589321,8071.31063002561,3,0,2,1,937,929,927,1069,967,1054,916,943,852,"","","380"
"7197",1111.71501508315,1111.70790213806,1111.71824685161,8019.02855125617,8017.33315312451,8027.4667142437,5,1,2,2,1176,1061,1068,1157,1169,1198,1070,1079,1094,"","","371"
"7198",1111.74076156235,1111.73908090571,1111.74385913708,8057.24526206419,8053.74298518922,8060.38906589321,3,0,1,2,1115,1043,1093,1120,1134,1174,1070,1144,1063,"","","373"
"7199",957.659010332443,957.657544977792,957.660475687093,8056.81119630453,8053.23332671586,8060.38906589321,2,0,1,1,1458,1398,1440,1452,1463,1451,1370,1461,1310,"","","373"
"7200",995.676431668156,995.675901031544,995.676962304769,8049.043271679,8045.73925980601,8052.34728355198,2,0,0,2,1470,1384,1400,1441,1492,1558,1350,1381,1369,"","","373"
"7201",1125.74435339719,1125.74068277699,1125.74802401739,8038.70630544231,8037.12794168761,8040.28466919701,2,0,1,1,1129,997,1071,1086,1073,1135,1052,1081,981,"","","295"
"7202",793.59105110185,793.59105110185,793.59105110185,8066.41942021668,8066.41942021668,8066.41942021668,1,0,0,1,1187,1193,1214,1189,1246,1261,1193,1181,1194,"","","279"
"7203",1057.71504546939,1057.71504546939,1057.71504546939,8064.40896595562,8064.40896595562,8064.40896595562,1,0,0,1,1269,1226,1156,1410,1308,1301,1181,1209,1149,"","","279"
"7204",985.661660498322,985.652024615763,985.663272492174,8037.12794168761,8024.20129689263,8045.47858457637,3,1,1,1,1703,1576,1564,1670,1661,1729,1517,1742,1551,"","","295"
"7205",1129.73227110557,1129.7285906991,1129.73595151204,8028.70265613748,8025.16234568889,8032.24296658608,2,0,1,1,1120,996,1057,1065,1065,1144,990,1058,957,"","","295"
"7206",1129.7479240408,1129.7479240408,1129.7479240408,8072.45079437348,8072.45079437348,8072.45079437348,1,0,0,1,959,886,962,980,966,1100,921,994,865,"","","279"
"7207",893.644937950183,893.642336762563,893.651878731965,8069.62266641596,8066.41942021668,8083.11746741803,4,1,0,3,1316,1251,1238,1339,1346,1320,1235,1234,1187,"","","279"
"7208",599.401580371015,599.401580371015,599.401580371015,7977.96407293774,7977.96407293774,7977.96407293774,1,0,0,1,1661,1557,1505,1652,1671,1624,1604,1576,1526,"","","356"
"7209",767.540484827457,767.540048504989,767.540921149925,8024.96583504805,8024.20129689263,8025.73037320348,2,0,0,2,1947,1839,1923,2021,1910,1998,1776,1975,1862,"","","295"
"7210",767.556931432258,767.554500123554,767.566446734134,8050.46262007492,8043.36547599881,8072.45079437348,4,0,2,2,1895,1701,1728,1935,1970,1953,1708,1598,1667,"","","373"
"7211",921.672682620835,921.670516672882,921.674848568788,8080.94249542107,8076.47171986451,8085.41327097762,2,0,1,1,1273,1150,1164,1204,1268,1257,1211,1237,1163,"","","279"
"7212",1005.66589159042,1005.66221791496,1005.6674515725,8024.98676844941,8024.20129689263,8025.73037320348,3,0,0,3,1118,1054,1059,1119,1177,1120,1119,1092,1046,"","","295"
"7213",1005.69705069735,1005.69705069735,1005.69705069735,8072.45079437348,8072.45079437348,8072.45079437348,1,0,0,1,990,918,1025,1039,1091,1047,973,1033,966,"","","279"
"7214",909.618678798464,909.615871322699,909.623536438398,8029.46901159836,8028.22313029001,8043.73834351508,3,1,0,2,1722,1542,1578,1610,1660,1663,1559,1571,1466,"","","295"
"7215",909.649872276778,909.649872276778,909.649872276778,8074.46125618645,8074.46125618645,8074.46125618645,1,0,0,1,1548,1415,1483,1545,1591,1537,1433,1526,1420,"","","279"
"7216",911.621132543971,911.616381253467,911.626214914346,8033.73385365608,8029.17364250985,8042.29509992444,3,0,1,2,1928,1706,1876,1993,1968,1983,1784,1767,1732,"","","295"
"7217",911.65004840375,911.65004840375,911.65004840375,8078.48318812492,8078.48318812492,8078.48318812492,1,0,0,1,1491,1425,1508,1530,1633,1678,1464,1546,1522,"[1377][M]-","","279"
"7218",925.664546012133,925.661216568558,925.671893384342,8076.47171986451,8073.49781831134,8085.31243730982,3,1,1,1,1569,1467,1494,1581,1714,1487,1436,1513,1415,"","","279"
"7219",959.652038381968,959.648442077375,959.655634686561,8051.77528342666,8050.33684285827,8053.21372399504,2,0,1,1,1233,1216,1085,1277,1300,1294,1158,1172,1127,"","","373"
"7220",1109.77886770069,1109.77886770069,1109.77886770069,8084.51359304456,8084.51359304456,8084.51359304456,1,0,0,1,1136,996,1150,1060,1099,1114,1022,1081,959,"","","279"
"7221",1109.74416319487,1109.74278867859,1109.74553771115,8045.8464414252,8043.36547599881,8048.32740685159,2,0,1,1,1059,990,1023,1034,1114,1068,978,1009,990,"","","373"
"7222",527.397940493691,527.393169111661,527.404354121243,7975.95154647153,7973.43459502417,7982.82955220036,3,1,1,1,1360,1256,1268,1318,1314,1386,1240,1284,1191,"","","356"
"7223",863.622167644953,863.622167644953,863.622167644953,8068.43087910119,8068.43087910119,8068.43087910119,1,0,0,1,1039,990,1065,1080,1044,1124,1023,1047,975,"","","279"
"7224",881.61687497569,881.616306151546,881.617443799833,8056.7016216591,8048.32740685159,8065.07583646661,2,0,0,2,1654,1609,1634,1725,1741,1867,1596,1713,1518,"","","373"
"7225",1055.72937837789,1055.72394562182,1055.73118254927,8082.50312199769,8081.3641442733,8083.75878746007,3,0,1,2,1267,1275,1253,1261,1304,1286,1208,1265,1115,"","","279"
"7226",781.55466980492,781.546304757919,781.555867755681,8041.94948902131,8032.24296658608,8043.02686926023,4,1,1,2,1787,1716,1725,1873,1805,1775,1654,1704,1656,"","","295"
"7227",781.580466176408,781.573955343777,781.584453827174,8090.71186194219,8077.10251762349,8113.77484410359,4,1,0,3,1421,1365,1317,1342,1468,1445,1397,1497,1100,"","","279"
"7228",929.615387552487,929.613515435776,929.617259669198,8025.69277086107,8021.15299566832,8030.23254605381,2,0,1,1,1694,1667,1725,1804,1730,1870,1668,1704,1698,"","","295"
"7229",929.644411338611,929.640866506584,929.647956170638,8091.92962395405,8084.51359304456,8099.34565486354,2,0,1,1,1287,1070,1162,1153,1236,1212,1094,1216,1143,"[1378][M]-","","279"
"7230",1017.68514318095,1017.68144454478,1017.68841037405,8045.17141175216,8039.19915375827,8070.80486225763,5,2,2,1,1337,1072,1080,1205,1249,1276,1101,1201,1117,"","","373"
"7231",1017.70824046788,1017.70732160931,1017.70916247498,8089.32298566027,8088.53554331807,8093.42806622836,3,0,2,1,1008,944,927,1022,1053,1056,933,948,961,"","","279"
"7232",1073.71188625074,1073.71188625074,1073.71188625074,8036.26281110741,8036.26281110741,8036.26281110741,1,0,0,1,1294,1147,1137,1141,1197,1224,1092,1138,1135,"","","295"
"7233",1073.74862146465,1073.74862146465,1073.74862146465,8088.53554331807,8088.53554331807,8088.53554331807,1,0,0,1,999,984,931,1031,1002,994,873,958,880,"","","279"
"7234",953.662191546334,953.662191546334,953.662191546334,8038.27524319738,8038.27524319738,8038.27524319738,1,0,0,1,1663,1572,1589,1703,1674,1740,1604,1602,1632,"","","295"
"7235",953.700350297453,953.693766277209,953.707507578784,8095.99572637621,8093.76400474628,8107.17297390254,4,0,1,3,1592,1463,1528,1554,1523,1572,1384,1568,1422,"","","279"
"7236",993.712090449656,993.710634189827,993.713546709485,8081.10584884094,8072.45079437348,8089.7609033084,2,0,0,2,1233,1097,1125,1164,1226,1239,1078,1125,1102,"","","279"
"7237",979.705827188406,979.70369759316,979.708997070204,8085.41327097762,8084.86241146329,8100.59742614591,3,1,1,1,1220,1227,1184,1249,1281,1239,1131,1212,1217,"","","279"
"7238",979.691132533518,979.691132533518,979.691132533518,8060.38906589321,8060.38906589321,8060.38906589321,1,0,0,1,1217,1227,1190,1218,1281,1258,1185,1214,1217,"","","373"
"7239",795.613775741333,795.6098812259,795.618621441051,8101.47050602234,8100.59742614591,8131.78504365436,3,0,1,2,1311,1254,1272,1323,1339,1272,1142,1204,998,"","","279"
"7240",823.630987071529,823.626271464236,823.632241927556,8087.01190052912,8079.40654773488,8092.89486677621,4,2,1,1,1588,1511,1608,1624,1611,1726,1491,1556,1452,"","","279"
"7241",895.664690316519,895.664690316519,895.664690316519,8114.66986919653,8114.66986919653,8114.66986919653,1,0,0,1,1423,1216,1299,1354,1366,1372,1235,1326,1188,"","","279"
"7242",1081.73574861606,1081.73210815075,1081.73938908138,8054.03612530694,8048.32740685159,8059.74484376229,2,0,0,2,1280,1143,1179,1206,1203,1282,1164,1231,1163,"","","373"
"7243",1081.76532925961,1081.76532925961,1081.76532925961,8120.70237412011,8120.70237412011,8120.70237412011,1,0,0,1,1174,1090,1124,1153,1160,1274,1057,1148,1060,"","","279"
"7244",687.467173215143,687.467173215143,687.467173215143,8020.18147727084,8020.18147727084,8020.18147727084,1,0,0,1,1527,1401,1535,1502,1530,1546,1350,1458,1383,"","","371"
"7245",1065.7742163406,1065.76883001485,1065.77470882468,8104.88472110705,8097.34194378366,8125.7806001942,4,0,1,3,1195,1108,1088,1099,1182,1186,1105,1141,1108,"","","279"
"7246",983.678266905966,983.670953827592,983.683826155981,8049.22434100618,8039.73553122071,8059.48908543981,5,1,2,2,1675,1472,1642,1729,1649,1698,1519,1558,1596,"","","373"
"7247",983.716680128917,983.715781222204,983.71757903563,8131.10758506592,8130.75491072409,8131.46025940775,2,0,1,1,1223,1187,1268,1225,1275,1328,1172,1287,1163,"","","325"
"7248",657.460143422901,657.455700794749,657.468033373554,7998.06811017855,7982.82955220036,7998.52145336159,3,1,1,1,1835,1779,1795,1938,1954,2027,1884,1727,1809,"","","364"
"7249",657.470009107597,657.468571120455,657.47144709474,8156.02140324091,8151.13105197113,8160.91175451069,2,1,0,1,693,641,782,671,732,757,609,611,655,"","","325"
"7250",671.467262547585,671.467262547585,671.467262547585,8002.08788243804,8002.08788243804,8002.08788243804,1,0,0,1,2066,2003,2057,2161,2199,2285,1959,2087,1991,"","","364"
"7251",671.473931146395,671.473931146395,671.473931146395,8160.91175451069,8160.91175451069,8160.91175451069,1,0,0,1,621,535,562,585,622,629,511,576,539,"","","325"
"7252",229.177363797247,229.177363797247,229.177363797247,8144.82752652651,8144.82752652651,8144.82752652651,1,0,0,1,676,597,592,671,607,690,629,727,621,"","","325"
"7253",653.504883645564,653.504883645564,653.504883645564,8176.99507390026,8176.99507390026,8176.99507390026,1,0,0,1,567,557,531,488,514,555,489,528,478,"","","325"
"7254",203.202545216463,203.202545216463,203.202545216463,8026.21070849701,8026.21070849701,8026.21070849701,1,0,0,1,326,274,252,263,276,308,276,293,223,"","","295"
"7255",669.461088700732,669.457046697261,669.467590640279,7984.1703752266,7982.82955220036,7990.02558423073,4,1,1,2,2423,2342,2252,2454,2404,2430,2209,2288,2205,"","","362"
"7256",669.478686578684,669.478036458445,669.479336698922,8188.21634580199,8185.36275948638,8191.06993211761,2,0,0,2,662,594,620,634,714,667,601,751,583,"","","325"
"7257",609.49389574065,609.490086439972,609.499483328057,8054.74264001795,8039.19915375827,8068.43087910119,5,1,3,1,1448,1295,1254,1438,1321,1524,1296,1287,1239,"","","373"
"7258",609.508612051217,609.507082553773,609.513323660663,8141.68070363088,8141.08964127165,8150.85910068732,5,2,2,1,785,684,716,751,758,824,737,739,669,"","","325"
"7259",857.648317961412,857.647431514302,857.649204408523,8199.54455361455,8187.04782098276,8212.04128624634,2,0,1,1,778,671,699,730,702,760,723,793,662,"","","325"
"7260",769.55230682256,769.550633902832,769.55646168228,8050.72565083684,8038.27524319738,8063.2580718001,5,1,3,1,2169,1908,1953,2183,2242,1873,2035,2127,1937,"","","373"
"7261",795.644912665972,795.643563983844,795.6462613481,8139.23303170988,8134.77493394061,8143.69112947914,2,0,1,1,1039,1041,1012,1115,1087,1058,989,1054,964,"","","325"
"7262",795.649785815584,795.647942663222,795.651628967946,8191.29780988641,8189.51613423831,8193.07948553452,2,0,1,1,869,818,860,956,887,914,838,795,814,"","","325"
"7263",723.582455380358,723.577484407829,723.586991173716,8129.04013101758,8121.77932647439,8151.732756201,5,1,1,3,1162,1094,1095,1109,1015,1273,1137,1045,1127,"","","325"
"7264",741.54537506032,741.54437826569,741.54637185495,8043.49718016249,8040.28466919701,8046.70969112796,2,1,0,1,1982,1651,1670,1885,1842,1868,1665,1787,1639,"","","295"
"7265",741.570592631474,741.570386174268,741.570799088681,8188.30307933601,8185.53622655442,8191.06993211761,2,0,1,1,695,618,609,664,733,682,627,649,582,"","","325"
"7266",741.567114662685,741.566275658751,741.567953666618,8131.90064412572,8120.70237412011,8143.09891413132,2,1,0,1,1122,927,1009,1069,1181,1162,1020,1150,917,"","","325"
"7267",821.65303946423,821.650223156652,821.655855771807,8135.21275555879,8127.60850623421,8142.81700488337,2,0,1,1,1196,1086,1146,1202,1207,1231,1127,1056,1130,"","","325"
"7268",825.633458010602,825.628273825462,825.634693631307,8093.42086743915,8086.52306318069,8109.52483675116,4,1,2,1,1602,1327,1434,1535,1615,1628,1527,1538,1447,"","","279"
"7269",923.730651936135,923.72493893024,923.737376051262,8183.43468703322,8179.81215942698,8199.33061426866,6,1,2,3,1292,1181,1190,1248,1274,1316,1186,1227,1200,"","","325"
"7270",709.574610729227,709.571126147134,709.579020563069,8094.85477705697,8079.50305508084,8095.76406658668,4,1,0,3,1307,1318,1338,1309,1300,1360,1255,1224,1237,"","","279"
"7271",709.591379269544,709.587622477884,709.595341984197,8187.3667820955,8183.58038761805,8193.94937558388,5,1,1,3,717,817,719,800,794,710,778,707,656,"","","325"
"7272",725.560493522263,725.555018927176,725.568552094634,8066.74357696113,8057.24526206419,8081.50447685809,4,1,1,2,1644,1434,1662,1673,1590,1796,1595,1655,1543,"","","279"
"7273",725.582689857802,725.579786589528,725.587764334812,8183.02671802842,8171.50712483516,8187.58263981019,5,1,2,2,790,661,781,873,831,911,762,784,758,"","","325"
"7274",725.580860312535,725.580860312535,725.580860312535,8122.7118754229,8122.7118754229,8122.7118754229,1,0,0,1,1127,1170,1207,1271,1218,1232,1091,1153,1115,"","","279"
"7275",839.635904715081,839.630839189236,839.638660191704,8093.42806622836,8076.47171986451,8093.51210149081,3,1,1,1,1755,1533,1604,1737,1681,1805,1613,1743,1570,"[1379][M]-","","279"
"7276",881.661217118696,881.654563879781,881.667146818325,8111.52532442711,8099.45990900564,8112.66037456345,3,1,1,1,1462,1255,1342,1517,1443,1529,1301,1320,1263,"","","279"
"7277",881.679935359321,881.678896306162,881.680974412479,8193.51458668737,8191.93913032752,8195.09004304722,2,0,1,1,959,836,967,925,980,1003,950,821,881,"","","325"
"7278",895.709619403867,895.709412741492,895.709826066242,8152.30188554346,8145.70255032037,8158.90122076654,2,0,1,1,1129,1038,1077,1142,1119,1165,1042,1085,1028,"","","325"
"7279",895.719076138111,895.717954816733,895.720197459489,8199.54678743171,8197.97084864585,8201.12272621758,2,0,1,1,961,870,896,907,960,1034,911,947,939,"","","325"
"7280",921.719397800683,921.717969128585,921.727195609703,8118.69187172627,8111.44050209063,8143.79206760841,3,0,1,2,1198,1164,1147,1214,1255,1319,1153,1177,1091,"","","279"
"7281",941.710634885721,941.710634885721,941.710634885721,8130.75491072409,8130.75491072409,8130.75491072409,1,0,0,1,1110,1016,1084,1143,1109,1129,1070,1100,1073,"","","325"
"7282",941.710993818226,941.708644628644,941.720001307188,8185.27282590992,8181.88780214071,8193.07948553452,3,1,1,1,893,827,852,821,863,855,801,781,751,"","","325"
"7283",853.667024979248,853.667024979248,853.667024979248,8148.8495771935,8148.8495771935,8148.8495771935,1,0,0,1,1133,1045,1185,1288,1295,1214,1279,1318,1115,"","","325"
"7284",925.69644258863,925.689681937764,925.703019121523,8121.3967393178,8110.64987887926,8127.60850623421,5,2,2,1,1407,1206,1283,1428,1315,1397,1247,1366,1201,"","","279"
"7285",925.719482898088,925.712039831794,925.725032520399,8190.41879449659,8189.0593772633,8210.03109983517,4,1,2,1,990,909,1004,953,837,1096,942,998,929,"","","325"
"7286",939.722852487734,939.721889969022,939.723815006446,8148.27997788949,8139.67027003487,8156.88968574411,2,0,1,1,1364,1252,1305,1312,1365,1361,1275,1360,1155,"","","325"
"7287",1007.76799588166,1007.76318870751,1007.77280305581,8129.06972126228,8122.7118754229,8135.42756710165,2,0,1,1,1216,1137,1078,1162,1126,1190,1075,1101,1097,"","","325"
"7288",1007.79593620426,1007.79593620426,1007.79593620426,8189.0593772633,8189.0593772633,8189.0593772633,1,0,0,1,1032,992,1044,1061,1026,1090,1022,1053,988,"","","325"
"7289",1069.7721285215,1069.7721285215,1069.7721285215,8124.72238111582,8124.72238111582,8124.72238111582,1,0,0,1,1171,1059,1085,1131,1109,1209,1058,1140,1000,"","","325"
"7290",1069.78608623234,1069.78608623234,1069.78608623234,8191.06993211761,8191.06993211761,8191.06993211761,1,0,0,1,829,769,773,806,824,899,856,802,755,"","","325"
"7291",909.687791582453,909.682448433565,909.689994034915,8105.35872007671,8103.43296818553,8106.62788988207,3,0,2,1,1383,1283,1360,1390,1384,1371,1295,1349,1276,"","","279"
"7292",937.725647884277,937.720270272975,937.732010120634,8175.33773806393,8167.4966568615,8189.58626665538,7,2,2,3,1364,1145,1231,1243,1322,1384,1236,1193,1243,"","","325"
"7293",953.71581162261,953.714866424374,953.716756820845,8135.11162459722,8130.75491072409,8139.46833847034,2,0,1,1,1331,1268,1328,1373,1340,1352,1259,1364,1171,"","","325"
"7294",953.722158003591,953.717016001429,953.727585795021,8185.90935658564,8177.50606814254,8199.39704304435,5,0,2,3,1208,1051,1150,1099,1246,1170,1193,1083,1033,"","","325"
"7295",985.70210322316,985.700117866911,985.704088579409,8098.96679919989,8098.58794353625,8099.34565486354,2,0,1,1,1250,1143,1218,1261,1262,1317,1182,1210,1165,"","","279"
"7296",985.720444603846,985.712980721464,985.720803107313,8187.04782098276,8185.27282590992,8189.54574480584,3,1,1,1,783,754,808,816,808,812,755,649,765,"","","325"
"7297",985.713996155702,985.713996155702,985.713996155702,8140.80648479406,8140.80648479406,8140.80648479406,1,0,0,1,1004,883,929,926,968,1078,929,937,888,"","","325"
"7298",1055.76048301676,1055.76048301676,1055.76048301676,8114.66986919653,8114.66986919653,8114.66986919653,1,0,0,1,1077,1014,1125,1105,1094,1171,1069,1123,937,"","","279"
"7299",1055.78283621461,1055.78144312659,1055.78422930263,8189.31099841173,8183.53195377625,8195.09004304722,2,0,1,1,838,827,796,841,895,902,831,831,795,"","","325"
"7300",185.191761843907,185.190868529608,185.192655158207,8133.01412739987,8123.21124991636,8142.81700488337,2,0,0,2,901,817,825,914,836,937,862,952,848,"","","325"
"7301",339.200486938069,339.198586709653,339.201188116969,8093.3314878389,8088.53554331807,8103.76935801619,3,0,1,2,5386,4762,4881,4919,5350,5471,4744,6773,4996,"[1380][M]-","","279"
"7302",325.182031516353,325.181430807531,325.184340281688,8185.0372688248,8177.23933652132,8185.81697992795,3,1,0,2,2771,2328,2453,2244,2392,2861,2464,2711,4267,"[1381][M]-","","325"
"7303",248.961797778368,248.960247300485,248.962557508195,8229.5513212643,8227.44885543238,8232.14280848632,5,2,2,1,1742,1582,1637,1709,1553,1815,1672,1763,1553,"","","325"
"7304",145.931532128927,145.930900123661,145.931944624699,8526.73734537045,8516.24265314286,8544.93403128897,6,2,2,2,1280,1180,1090,1165,1462,1190,1107,1072,1285,"","","372"
"7305",145.93150700175,145.931042563687,145.931789477439,8745.67491999693,8734.83109211347,8762.73484226268,5,1,2,2,712,727,656,623,680,690,639,625,625,"","","1221"
"7306",190.929135033664,190.92894940898,190.929320658349,8816.71241204075,8809.02243584762,8824.40238823388,2,0,0,2,0,0,0,0,260,0,221,216,0,"","","411"
"7307",190.929212353837,190.927731599652,190.929603686904,8476.02973323589,8472.55258134806,8499.45535283375,5,1,2,2,734,785,692,708,811,656,665,670,704,"","","1226"
"7308",190.92877986192,190.928116651767,190.92951230233,8590.17044933214,8569.06078827209,8610.31921844578,6,1,3,2,407,444,401,321,371,414,349,373,398,"","","1219"
"7309",190.928056452069,190.927553715884,190.929498652715,8698.73535518605,8682.19462067952,8707.7908311501,3,0,0,3,233,247,247,234,258,233,234,242,253,"","","1213"
"7310",206.972571105927,206.972048237532,206.972923250104,8577.74704507543,8568.91839740581,8596.29320481808,4,1,1,2,1680,1514,1341,1350,1613,1686,1429,1356,1478,"","","389"
"7311",206.97316146637,206.97194463438,206.974070513284,8360.78021822713,8359.95839276259,8363.82614118098,3,0,1,2,2661,2760,2384,2625,2775,2624,2539,2667,2856,"","","352"
"7312",235.926633530414,235.925811395363,235.927233444004,8818.12897791081,8800.12717087401,8824.40238823388,6,1,2,3,0,943,891,870,988,966,860,888,970,"","","1234"
"7313",235.927179298809,235.925627599709,235.92753923528,8508.13961890043,8480.03200417654,8533.61901820678,7,1,3,3,1850,1897,1660,1420,1676,2243,2004,1545,1790,"","","372"
"7314",235.926788098718,235.926410707063,235.927521058473,8691.7080365095,8675.85288352402,8707.51364927149,5,1,3,1,1015,950,864,887,1015,1018,927,934,909,"","","1214"
"7315",235.926606011256,235.925929656837,235.927716193927,8582.44443686677,8547.90238243876,8601.95065466184,8,2,3,3,1308,1480,1269,1114,1213,1276,1129,1248,1284,"","","1218"
"7316",235.926589337796,235.926051839345,235.926769558647,8639.43103936295,8624.14859208738,8657.29945076761,3,1,0,2,1127,1059,899,970,1139,1129,1026,939,1031,"","","389"
"7317",235.926631786571,235.926470336294,235.927104761323,8770.84294495625,8743.98138615257,8782.8346867965,6,1,3,2,1067,915,901,827,981,1009,808,846,948,"","","408"
"7318",283.265395567025,283.263308653353,283.265817677612,8033.3542415526,8031.73297418072,8034.25338917568,3,0,1,2,5982,2675,2445,2844,2543,2941,2742,3277,2821,"","","295"
